Sku,Name,Description,CostPrice,SellPrice,Quantity,Billable
DOR_VNL_OSD_MTM,OS Doors - Vinyl Doors - Made to Measure,OS Doors - Vinyl Doors - Made to Measure,0,0,1,FALSE
GLS_MIR_FSG_SILV_1070,Silver Mirror 4mm Safety backed 2440 x 1070,Silver Mirror 4mm 2440 x 1070,32.64,0.0,1.0,FALSE
GLS_MIR_FSG_SILV_1220,Silver Mirror 4mm Safety backed 2440 x 1220,Silver Mirror 4mm 2440 x 1220,37.21,0.0,1.0,FALSE
GLS_MIR_FSG_SILV_960,Silver Mirror 4mm Safety backed 2440 x 960,Silver Mirror 4mm 2440 x 960,29.28,0.0,1.0,FALSE
HNG_105_FFF_75B155,Blumotion 107 hinge,Clip Top Blumotion Hinge 107 Screw On,1.5,0.0,12.0,FALSE
HNG_PLT_FFF_173H710,Blum hinge plate,Blum Clip On Cam Adjustment 0mm Plate.,0.36,0.0,12.0,FALSE
K01-1037ALOP9WW,Smart Recessed Lighting Profile - Aluminium - Warm,9.0,MISSING
N28-0166SBK,LED PIR Sensor Switch,2.0,MISSING
R90-0133,Micro 4way Connector Block,1.0,MISSING
ACO_PAN_HWD_HALOAK,Halesworth Oak Acoustic Panelling,Howdens 2.4m x 608mm Halesworth Oak MDF Acoustic Slatted Wall Panelling,51.43,0.0,2.0,FALSE
DRW_SET_HAF_516.20.304,Matrix Drawer - 450mmD x 89mmH Black,Matrix Box S Slim Drawer Set 35 kg 89 mm High Soft and Smooth Closing,11.0,0.0,1.0,FALSE
DRW_SET_HAF_516.24.304,Matrix Drawer - 450mmD x 167mmH Black,Matrix Box S Slim Drawer Set 35 kg 167 mm High Soft and Smooth Closing,13.5,0.0,6.0,FALSE
HAN_PUL_HAF_101.21.011,Harlington 240mm Pull Satin Brass,Harlington 240mm Pull Handle knurled Satin Brass,3.95,0.0,7.0,FALSE
HRL_BAR_HAF_801.19.243,Wardrobe Rail,W/Robe Rail (Oval) 30x15x0.6mm x3.0m CP (Chrome),3.105,0.0,2.0,FALSE
LGT_DRV_TLW_K10-1230-PLUG3A,12V LED Driver - 30W c/w micro connector & 3A Plug,12V LED Driver - 30W c/w micro connector & 3A Plug,13.58,0.0,2.0,FALSE
PFT_CLP_HAF_637.38.054,Plinth Clip for AXILO,Plinth Clip for Hafele AXILO 78 Plinth System,0.16,0.0,10.0,FALSE
PFT_FOT_HAF_637.76.351,AXILO 78 - Foot and Shaft Section,AXILO 78 - Foot and Shaft Section,0.66,0.0,20.0,FALSE
PFT_TOP_HAF_637.76.333,AXILO 78 - Plinth Foot Top Section,AXILO 78 - Plinth Foot Top Section,0.3,0.0,20.0,FALSE
