Sku,Name,Description,CostPrice,SellPrice,Quantity,Billable
HNG_105_FFF_75B155,Blumotion 107 hinge,Clip Top Blumotion Hinge 107 Screw On,1.5,0,15.0,FALSE
HNG_PLT_FFF_173H710,Blum hinge plate,Blum Clip On Cam Adjustment 0mm Plate.,0.36,0,15.0,FALSE
PFT_CLP_HAF_637.38.054,Plinth Clip for AXILO,Plinth Clip for Hafele AXILO 78 Plinth System,0.16,0,4.0,FALSE
PFT_FOT_HAF_637.76.351,AXILO 78 - Foot and Shaft Section,AXILO 78 - Foot and Shaft Section,0.66,0,8.0,FALSE
PFT_TOP_HAF_637.76.333,AXILO 78 - Plinth Foot Top Section,AXILO 78 - Plinth Foot Top Section,0.3,0,8.0,FALSE
