BARCODE,MATNAME,CLENG,CWIDTH,CNT,GRAIN,CUSTOMER,ORDERNAME,ARTICLENAME,PARTDESC,PRFID1,PRFID3,PRFID4,PRFID2
Board,SHT_MFC_EGG_U732ST9_18_,2800,65,2,N,BFS-NR-408835,21062,,Board,Sliderobe_Edge_08,Sliderobe_Edge_08,,
Board,SHT_MFC_EGG_H3734ST9_18_,2800,1000,3,N,BFS-NR-408835,21062,,Board,Sliderobe_Edge_08,Sliderobe_Edge_08,,
