BARCODE,MATNAME,CLENG,CWIDTH,CNT,GRAIN,CUSTOMER,ORDERNAME,ARTICLENAME,PARTDESC,PRFID1,PRFID3,PRFID4,PRFID2
Board,SHT_MFC_EGG_U899ST9_18_,2800,250,7,N,BFS-NR-413188,21607,,Board,Sliderobe_Edge_08,Sliderobe_Edge_08,,
Board,SHT_MFC_EGG_U899ST9_18_,2800,500,10,N,BFS-NR-413188,21607,,Board,Sliderobe_Edge_08,,,
Board,SHT_MFC_EGG_U899ST9_18_,2800,680,3,N,BFS-NR-413188,21607,,Board,Sliderobe_Edge_08,,,
Board,SHT_MFC_EGG_U899ST9_18_,2800,65,2,N,BFS-NR-413188,21607,,Board,Sliderobe_Edge_08,Sliderobe_Edge_08,,
Board,SHT_MFC_EGG_U899ST9_18_,2800,1000,5,N,BFS-NR-413188,21607,,Board,Sliderobe_Edge_08,Sliderobe_Edge_08,,
Drawer Front,SHT_MFC_EGG_U899ST9_18_,1034.0,210.0,4.0,N,BFS-NR-413188,21607,MNICHE_2,Drawer Front,Sliderobe_Edge_08,Sliderobe_Edge_08,Sliderobe_Edge_08,Sliderobe_Edge_08
